1344011706725519361 2020-12-30 04:05:36 +0800 <wMNhyaRVsIOCywu> @GKesarios τα συλλυπητηρια μου να ζησετε για να την θυμαστε.
1343787495318700033 2020-12-29 13:14:39 +0800 <wMNhyaRVsIOCywu> ΠΕΡΙ ΕΝΩΣΕΩΣ ΤΟΥ "ΧΩΡΟΥ"  https://t.co/a6Eu1pWYp6 μέσω @korina13
1324196357838675968 2020-11-05 11:46:28 +0800 <wMNhyaRVsIOCywu> ΔΑΣΚΑΛΕ ΠΟΥ ΔΙΔΑΣΚΕΣ… ΟΙ ΥΠΟΚΡΙΤΕΣ ΤΗΣ… ΥΓΕΙΟΝΟΜΙΚΗΣ ΟΡΘΟΤΗΤΑΣ ΚΑΙ Η ΜΑΣΚΑ!  https://t.co/L8g9wgcem1 μέσω @korina13
1324196136199086081 2020-11-05 11:45:35 +0800 <wMNhyaRVsIOCywu> ΣΑΝ ΣΗΜΕΡΑ: ΚΙΛΚΙΣ, Ο «ΜΕΛΙΓΑΛΑΣ» ΤΗΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ… 7.500 ΔΟΛΟΦΟΝΗΘΕΝΤΕΣ ΥΠΟ ΤΩΝ ΕΑΜΟΒΟΥΛΓΑΡΩΝ!  https://t.co/3bJcojCfWB μέσω @korina13
1324184087293284353 2020-11-05 10:57:43 +0800 <wMNhyaRVsIOCywu> Πώς χάσαμε την Ανατολική Θράκη - Άρθρο του Ν. Γ. Μιχαλολιάκου -  https://t.co/j3DIn3lPaL  https://t.co/ybpCGjyOyB
1324182665633943554 2020-11-05 10:52:04 +0800 <wMNhyaRVsIOCywu> Επανεκκίνηση ελληνικού εθνικισμού για την λευτεριά της Ελλάδος -  https://t.co/j3DIn3lPaL  https://t.co/QKaqClrxLG
1324181084356182018 2020-11-05 10:45:47 +0800 <wMNhyaRVsIOCywu> ΕΚΔΗΛΩΘΗΚΕ ΔΗΜΟΣΙΩΣ Η ΦΑΜΙΛΙΑ ΜΗΤΣΟΤΑΚΗ! ΝΤΟΡΑ: ΕΥΧΟΜΑΙ ΔΙΑΚΑΩΣ ΝΑ ΒΓΕΙ Ο ΜΠΑΙΝΤΕΝ! (ΒΙΝΤΕΟ)  https://t.co/XnmlGmUfAv μέσω @korina13
1324180468904984576 2020-11-05 10:43:20 +0800 <wMNhyaRVsIOCywu> Για να μην ξεχνιόμαστε! Ο Άδωνις και το τζαμί -  https://t.co/j3DIn3lPaL  https://t.co/qUH0aYJRgy
1324180158031515648 2020-11-05 10:42:06 +0800 <wMNhyaRVsIOCywu> Στην Ελλάδα που "δεν περνάει κουνούπι", λαθρομετανάστες έφτασαν μέχρι την... Εύβοια! -  https://t.co/j3DIn3lPaL  https://t.co/GJxAr0KLJE
1323848988420952064 2020-11-04 12:46:09 +0800 <wMNhyaRVsIOCywu> Γ. ΤΡΑΓΚΑΣ: ΠΑΡΑΦΡΩΝ ΚΑΙ ΜΑΡΙΟΝΕΤΑ ΤΩΝ ΓΕΡΜΑΝΩΝ Ο ΜΗΤΣΟΤΑΚΗΣ, ΚΑΤΑΣΤΡΕΦΕΙ ΤΗΝ ΟΙΚΟΝΟΜΙΑ ΚΑΙ ΞΕΠΟΥΛΑΕΙ ΤΗΝ ΕΛΛΑΔΑ!  https://t.co/bYRyrx3cB2 μέσω @korina13
1323848410601050116 2020-11-04 12:43:51 +0800 <wMNhyaRVsIOCywu> ΚΙ ΑΥΤΟΣ… ΨΕΚΑΣΜΕΝΟΣ! ΣΥΨΑΣ: ΟΙ ΜΑΣΚΕΣ ΔΕΝ ΠΡΟΣΤΑΤΕΥΟΥΝ ΤΟΥΣ ΥΓΙΕΙΣ! (ΒΙΝΤΕΟ)  https://t.co/T3vy4yGw74 μέσω @korina13
1323847757363318784 2020-11-04 12:41:15 +0800 <wMNhyaRVsIOCywu> ΟΥΑΟΥ! Η ΚΟΜΙΣΙΟΝ (ΤΩΝ… ΜΟΝΟΠΩΛΙΩΝ) ΕΔΩΣΕ ΤΗΝ ΕΓΚΡΙΣΗ ΣΤΟ ΤΙΜΗΜΕΝΟ ΚΟΥΚΟΥΕ ΝΑ ΒΑΛΕΙ 450 ΜΥΡΙΑ ΕΥΡΩ ΣΤΟ ΘΗΣΑΥΡΟΦΥΛΑΚΙΟ!  https://t.co/ekxOOolyDg μέσω @korina13
1323847324947435520 2020-11-04 12:39:32 +0800 <wMNhyaRVsIOCywu> ΤΟ ΚΥΝΗΓΙ ΤΩΝ ΕΠΙΣΤΗΜΟΝΩΝ ΕΙΝΑΙ ΔΕΙΓΜΑ «ΦΑΣΙΣΜΟΥ»;  https://t.co/uefSTgs3Au μέσω @korina13
1323844450410549248 2020-11-04 12:28:07 +0800 <wMNhyaRVsIOCywu> ΑΦΕΡΙΜ «ΕΘΝΙΚΟΦΡΟΝΕΣ», ΤΟ «ΚΑΤΑΦΕΡΑΤΕ» ΚΙ ΑΥΤΟ! ΑΡΧΙΣΕ ΤΗ ΛΕΙΤΟΥΡΓΙΑ ΤΟΥ ΤΟ ΠΡΩΤΟ ΤΖΑΜΙ ΤΗΣ ΑΘΗΝΑΣ!  https://t.co/skwaEqifh2 μέσω @korina13
1323832389559353344 2020-11-04 11:40:11 +0800 <wMNhyaRVsIOCywu> Ένα μεγάλο ψέμα το... “ηθικό πλεονέκτημα” της αριστεράς - Άρθρο του Ν. Γ. Μιχαλολιάκου -  https://t.co/j3DIn3lPaL  https://t.co/3YBESaSzGT
1323831043900801025 2020-11-04 11:34:51 +0800 <wMNhyaRVsIOCywu> Ποιος... γκουρού της υγειονομικής ορθότητας έλεγε πως οι μάσκες κάνουν κακό και δεν μας προστατεύουν από τον κορονωϊό; -  https://t.co/j3DIn3lPaL  https://t.co/TiLWjLSoOB
1323830694221647876 2020-11-04 11:33:27 +0800 <wMNhyaRVsIOCywu> Όλα κλειστά πλην συνόρων -  https://t.co/j3DIn3lPaL  https://t.co/9WFLtAn5Mo
1323830106259935232 2020-11-04 11:31:07 +0800 <wMNhyaRVsIOCywu> Μπράβο "εθνικόφρονες", το καταφέρατε κι αυτό! Άρχισε την λειτουργία του το πρώτο τζαμί της Αθήνας! -  https://t.co/j3DIn3lPaL  https://t.co/nURzNn2mPj
1323829653740621825 2020-11-04 11:29:19 +0800 <wMNhyaRVsIOCywu> Καθηγητής της... υγειονομικής ορθότητας: Οι νέοι περιορισμοί θα κρατήσουν τουλάχιστον μέχρι τον Φεβρουάριο! -  https://t.co/j3DIn3lPaL  https://t.co/b5ZvgVwZcI
1323829308394274817 2020-11-04 11:27:57 +0800 <wMNhyaRVsIOCywu> Συνεργασίες αναγνωστών: "Ο χειρότερος πρωθυπουργός της μεταπολίτευσης" αποφάσισε εχθές να επιτρέψει την έναρξη λειτουργίας του ισλαμικού τεμένους στο Βοτανικό... -  https://t.co/j3DIn3lPaL  https://t.co/tNYEQayTEe
1323667065052581888 2020-11-04 00:43:15 +0800 <wMNhyaRVsIOCywu> Τελετή Μνήμης Ηρώων Φουντούλη &amp; Καπελώνη 2020: Οι Ιδέες μας είναι πιο δυ...  https://t.co/XZP6Nd2D8E μέσω @YouTube
1323495014060744705 2020-11-03 13:19:35 +0800 <wMNhyaRVsIOCywu> ΑΡΙΣΤΕΙΑ ΡΕ ΓΙΔΙΑ! ΩΡΑΙΑ, ΩΡΑΙΑ! ΒΟΛΕΥΕΤΑΙ ΚΙ Η ΚΟΡΗ ΤΗΣ ΠΑΝΑΓΙΩΤΑΡΕΑ!  https://t.co/y5nCAHxdj9 μέσω @korina13
1323491456003309575 2020-11-03 13:05:27 +0800 <wMNhyaRVsIOCywu> Η ΚΟΡΥΦΩΣΗ ΤΗΣ ΥΓΕΙΟΝΟΜΙΚΗΣ ΟΡΘΟΤΗΤΑΣ! Ή ΜΗΠΩΣ ΤΗΣ… Μ@Λ@ΚΙ@Σ;  https://t.co/MJpMn5rnyq μέσω @korina13
1323491260188033024 2020-11-03 13:04:40 +0800 <wMNhyaRVsIOCywu> ΠΕΡΙ ΤΗΣ ΚΩΜΙΚΟΤΡΑΓΙΚΗΣ ΕΠΙΚΗΡΥΞΗΣ ΤΩΝ ΠΑΡΑΚΡΑΤΙΚΩΝ ΜΕ ΤΗΝ ΠΙΝΑΚΙΔΑ…  https://t.co/oPmf1MVjMi μέσω @korina13
1323480148230983681 2020-11-03 12:20:31 +0800 <wMNhyaRVsIOCywu> Εκπομπή Εθνικιστικής Φωνής (29/10/2020)  https://t.co/KUFysops3v μέσω @YouTube
1323479603684478977 2020-11-03 12:18:21 +0800 <wMNhyaRVsIOCywu> Ο όχλος, η ψυχή του Έθνους και μια “επανάσταση” που όλοι περιμένουν -  https://t.co/j3DIn3lPaL  https://t.co/kSr1PwHcHH
1323477954861686786 2020-11-03 12:11:48 +0800 <wMNhyaRVsIOCywu> Δυστοπία -  https://t.co/j3DIn3lPaL  https://t.co/DM7s1k5MMj
1323477182069592064 2020-11-03 12:08:43 +0800 <wMNhyaRVsIOCywu> Η Σλοβακία έκανε τεστ σ' όλους τους κατοίκους της μέσα στο Σαββατοκύριακο! Η Ελλάδα γιατί δεν μπορεί; -  https://t.co/j3DIn3lPaL  https://t.co/wnRxbOHxNx
1323476764983730176 2020-11-03 12:07:04 +0800 <wMNhyaRVsIOCywu> Η Χρυσή Αυγή απαντά στις παράλογες απαιτήσεις των κομμουνιστών και στα αριστερίστικα παρακλάδια -  https://t.co/j3DIn3lPaL  https://t.co/uB22kjIHtF
1323474550269632515 2020-11-03 11:58:16 +0800 <wMNhyaRVsIOCywu> Οι Εθνικιστές δεν εκφοβίζονται! Τελετή Μνήμης Ηρώων Φουντούλη &amp; Καπελώνη - Φωτορεπορτάζ -  https://t.co/j3DIn3lPaL  https://t.co/5d1gHzN7ID
1323473681335619584 2020-11-03 11:54:49 +0800 <wMNhyaRVsIOCywu> Μπογδάνος: "Δε μπορεί να είμαι ακροδεξιός, γιατί δεν είμαι ομοφοβικός, ρατσιστής και αντισημίτης" -  https://t.co/j3DIn3lPaL  https://t.co/lm49EWKjKG
1323121534714683396 2020-11-02 12:35:30 +0800 <wMNhyaRVsIOCywu> ΓΙΩΡΓΟΣ ΦΟΥΝΤΟΥΛΗΣ – ΜΑΝΩΛΗΣ ΚΑΠΕΛΩΝΗΣ: ΣΤΗΝ ΠΡΩΤΗ ΓΡΑΜΜΗ ΤΩΝ ΕΘΝΙΚΩΝ ΑΓΩΝΩΝ  https://t.co/2zSElefO4x μέσω @korina13
1323120307520098307 2020-11-02 12:30:38 +0800 <wMNhyaRVsIOCywu> ΠΕΡΙ ΤΩΝ ΕΠΙΚΕΙΜΕΝΩΝ ΑΜΕΡΙΚΑΝΙΚΩΝ ΕΚΛΟΓΩΝ  https://t.co/hCvAcweb9A μέσω @korina13
1323120103907594257 2020-11-02 12:29:49 +0800 <wMNhyaRVsIOCywu> ΠΕΡΙ ΤΟΥ ΚΟΡΟΪΔΟΪΟΥ ΚΑΙ ΤΩΝ ΘΥΜΑΤΩΝ ΤΟΥ…  https://t.co/Vh7syABAcu μέσω @korina13
1323112114135945218 2020-11-02 11:58:04 +0800 <wMNhyaRVsIOCywu> Άρθρο του Ν. Γ. Μιχαλολιάκου: Έθνος, χρήμα και Ιστορία -  -  https://t.co/j3DIn3lPaL  https://t.co/p0uJ9UKTgk
1323110657319968768 2020-11-02 11:52:17 +0800 <wMNhyaRVsIOCywu> Δίκαιον και αρετή (Ο ενάρετος δικαστής) -  https://t.co/j3DIn3lPaL  https://t.co/6bYBuybvHM
1323109147026563074 2020-11-02 11:46:17 +0800 <wMNhyaRVsIOCywu> Οι σημαιοφόροι του εθνικού μας αγώνος -  https://t.co/j3DIn3lPaL  https://t.co/iPH9jOiQHR
1323108269351686144 2020-11-02 11:42:48 +0800 <wMNhyaRVsIOCywu> Ιδού γιατί ακυρώθηκε προγραμματισμένη εκπομπή στον ALPHA για τον κορωνοϊό με τον τραγουδιστή Γρηγόρη Πετράκο! -  https://t.co/j3DIn3lPaL  https://t.co/O3qikJJsP7
1323107764172935174 2020-11-02 11:40:47 +0800 <wMNhyaRVsIOCywu> Μνημόσυνο για τον Γιώργο και τον Μάνο από συναγωνιστές στην Αυστραλία -  https://t.co/j3DIn3lPaL  https://t.co/qYAXudArJB
1323107513907224576 2020-11-02 11:39:48 +0800 <wMNhyaRVsIOCywu> Ο Μητσοτάκης δεν πούλησε -ακόμη- την Ακρόπολη, αλλά την τσιμεντάρισε! -  https://t.co/j3DIn3lPaL  https://t.co/fKhitM7XOf
1323107065674518528 2020-11-02 11:38:01 +0800 <wMNhyaRVsIOCywu> Χίλιους εποίκους μεταφέρει η κυβέρνηση Μητσοτάκη στην ηπειρωτική Ελλάδα! -  https://t.co/j3DIn3lPaL  https://t.co/zj5rWYbIdr
1323106708374327297 2020-11-02 11:36:36 +0800 <wMNhyaRVsIOCywu> Αίσχος και αηδία! Απαγόρευσαν το μνημόσυνο του Γιώργου και του Μάνου! -  https://t.co/j3DIn3lPaL  https://t.co/DhhqlBtHjh
1322807180140175360 2020-11-01 15:46:22 +0800 <wMNhyaRVsIOCywu> Το ΔΣ Αθηνών καλύπτει τους δολοφόνους του Γιώργου και του Μάνου! - Η ΧΡΥΣΗ ΑΥΓΗ συνεχίζει!  https://t.co/7ZhomSu3aK μέσω @korina13
1322805664972972033 2020-11-01 15:40:21 +0800 <wMNhyaRVsIOCywu> ΟΙ ΣΗΜΑΙΟΦΟΡΟΙ ΤΟΥ ΕΘΝΙΚΟΥ ΜΑΣ ΑΓΩΝΟΣ  https://t.co/iH2EkrdeUM μέσω @korina13
1322801884822908930 2020-11-01 15:25:20 +0800 <wMNhyaRVsIOCywu> ΔΥΟ ΜΑΖΩΞΕΙΣ ΑΝΑΡΧΟΚΟΜΜΟΥΝΙΣΤΩΝ ΣΤΗΝ ΘΕΣ/ΝΙΚΗ… ΣΤΗΝ ΜΙΑ ΔΕΝ ΕΜΦΑΝΙΣΤΗΚΕ Η ΑΣΤΥΝΟΜΙΑ ΚΑΙ ΣΤΗΝ ΑΛΛΗ ΤΟΥΣ ΕΚΛΙΠΑΡΟΥΣΕ ΝΑ ΦΥΓΟΥΝ!  https://t.co/hP0Fzy6Eti μέσω @korina13
1322801696301600769 2020-11-01 15:24:35 +0800 <wMNhyaRVsIOCywu> ΙΣΛΑΜΙΣΤΕΣ ΠΡΑΓΜΑΤΟΠΟΙΗΣΑΝ ΣΥΓΚΕΝΤΡΩΣΗ ΣΤΗΝ ΟΜΟΝΟΙΑ! ΤΑ… ΥΓΕΙΟΝΟΜΙΚΑ ΠΡΩΤΟΚΟΛΛΑ ΤΟΥ ΜΗΤΣΟΤΑΚΗ ΙΣΧΥΟΥΝ ΜΟΝΟ ΓΙΑ ΤΟΥΣ ΕΛΛΗΝΕΣ (ΒΙΝΤΕΟ)  https://t.co/qA8JJJ7BVh μέσω @korina13
1322765773765517313 2020-11-01 13:01:50 +0800 <wMNhyaRVsIOCywu> Μια απάντηση στα ψέματα της αριστεράς - Άγγελος Σικελιανός:“Είμαι τετρακάθαρος Εθνικιστής” - Άρθρο του Ν. Γ. Μιχαλολιάκου -  https://t.co/j3DIn3lPaL  https://t.co/Qg8MH31d9t
1322764302051385349 2020-11-01 12:56:00 +0800 <wMNhyaRVsIOCywu> Ο "νομοταξίτης" Μητσοτάκης, το δήθεν καταργημένο "άσυλο" και η... αγία αριστερά! -  https://t.co/j3DIn3lPaL  https://t.co/DsjTTlU5fC
1322763700575604736 2020-11-01 12:53:36 +0800 <wMNhyaRVsIOCywu> Εθνικιστική κορύφωση είναι η ένωση και ισχύς των Ελλήνων -  https://t.co/j3DIn3lPaL  https://t.co/JomtRGQF8c
1322762453432893446 2020-11-01 12:48:39 +0800 <wMNhyaRVsIOCywu> Απίστευτο κι όμως αληθινό! Οι... "εθνικόφρονες" θέλουν να μετατρέψουν Ιερά Μονή της Ορθοδοξίας μας σε... Hot Spot! -  https://t.co/j3DIn3lPaL  https://t.co/0vI5MGl6k4
1322762023864852481 2020-11-01 12:46:56 +0800 <wMNhyaRVsIOCywu> Τετέλεσθαι! Νέο lockdown επέβαλλε ο Μητσοτάκης! -  https://t.co/j3DIn3lPaL  https://t.co/2x9DlhiAxY
1322761554496991233 2020-11-01 12:45:04 +0800 <wMNhyaRVsIOCywu> Το ΔΣ Αθηνών καλύπτει τους δολοφόνους του Γιώργου και του Μάνου! - Η ΧΡΥΣΗ ΑΥΓΗ συνεχίζει! -  https://t.co/j3DIn3lPaL  https://t.co/iAFpLcXotJ
1322760961229492224 2020-11-01 12:42:43 +0800 <wMNhyaRVsIOCywu> "Άριστοι" απατεώνες "έτρωγαν" καθημερινά τα λεφτά του φαγητού για 4.000 ανύπαρκτα "προσφυγάκια! 2 εκατ. ευρώ η λεία τους! -  https://t.co/j3DIn3lPaL  https://t.co/QYXWK40p2w
1322752110392496130 2020-11-01 12:07:33 +0800 <wMNhyaRVsIOCywu> Είμαστε Απόγονοι Των Αρχαίων Ελλήνων;  https://t.co/IqZzi8GdmH μέσω @YouTube
1322608420269236234 2020-11-01 02:36:34 +0800 <wMNhyaRVsIOCywu> Το ΔΣ Αθηνών καλύπτει τους δολοφόνους του Γιώργου και του Μάνου! - Η ΧΡΥ...  https://t.co/zCVHUXLwzT μέσω @YouTube
1322396968937771010 2020-10-31 12:36:20 +0800 <wMNhyaRVsIOCywu> ΤΡΑΜΠ: Ο ΜΗΤΣΟΤΑΚΗΣ ΦΕΡΝΕΙ ΦΤΩΧΕΙΑ, ΔΥΣΤΥΧΙΑ, ΤΑΛΑΙΠΩΡΙΑ ΚΑΙ ΘΑΝΑΤΟ!  https://t.co/gUBH1SMdQ6 μέσω @korina13
1322396702117105665 2020-10-31 12:35:17 +0800 <wMNhyaRVsIOCywu> Η Εθνική Μνήμη στο απόσπασμα - Άρθρο του Ν.Γ. Μιχαλολιάκου  https://t.co/ZDRdzh4vcp μέσω @korina13
1322393955003256832 2020-10-31 12:24:22 +0800 <wMNhyaRVsIOCywu> ΗΡΘΕ Ο ΑΦΕΝΤΗΣ! ΟΛΟΙ ΚΛΑΡΙΝΟ! ΕΠΙΘΕΩΡΗΣΗ ΤΩΝ ΝΕΩΝ ΒΟΥΛΕΥΤΩΝ ΑΠΟ ΥΠΟΥΡΓΟ ΤΟΥ… ΙΣΡΑΗΛ!  https://t.co/lrv6ZMmoB3 μέσω @korina13
1322379712321196033 2020-10-31 11:27:46 +0800 <wMNhyaRVsIOCywu> Ν. Γ. Μιχαλολιάκος: Ένα... “ασήμαντο” γεγονός -  https://t.co/j3DIn3lPaL  https://t.co/WpCg80cu4Y
1322378017730109440 2020-10-31 11:21:02 +0800 <wMNhyaRVsIOCywu> Ψάχνουν τρόπους για να αποκλείσουν την Χρυσή Αυγή από τις εκλογές! Γιατί άραγε; Δεν είναι... διαλυμένη; -  https://t.co/j3DIn3lPaL  https://t.co/oiCajhH2c4
1322375611684474880 2020-10-31 11:11:29 +0800 <wMNhyaRVsIOCywu> Ποιος είναι ένας από τους βασικούς λόγους που το ελληνικό πολιτικό κατεστημένο προτιμά το lockdown από το ρωσσικό εμβόλιο; -  https://t.co/j3DIn3lPaL  https://t.co/KFZwsw3X5n
1322375010095419392 2020-10-31 11:09:05 +0800 <wMNhyaRVsIOCywu> Ξεφτίλες! Δύο ΜΜΕ δημοσίευσαν το "σκονάκι" με τις... οδηγίες που τους είχε δώσει η κυβέρνηση Μητσοτάκη! -  https://t.co/j3DIn3lPaL  https://t.co/uEhlwie6Sj
1322374531584020486 2020-10-31 11:07:11 +0800 <wMNhyaRVsIOCywu> Απάντηση - κόλαφος της Αποκεντρωμένης Διοίκησης Μακεδονίας - Θράκης προς τον Τζιτζικώστα και τους αριστερούς συνοδοιπόρους του: "Καμία συνέπεια από την δίκη της Χρυσής Αυγής για τους περιφερειακούς συμβούλους της Ελληνικής Αυγής" -  https://t.co/j3DIn3lPaL  https://t.co/qbkCOEYCX9
1322373187997454337 2020-10-31 11:01:51 +0800 <wMNhyaRVsIOCywu> "Επιστολή" του Στ. Γονίδη στον Θεό: Κύριε, οι αντίχριστοι που μας κυβερνούν μας επιβάλλουν να φοράμε μάσκες ακόμα και μέσα στον Άγιο Οίκο Σου -  https://t.co/j3DIn3lPaL  https://t.co/o2yIIUzpRv
1322074584687038465 2020-10-30 15:15:18 +0800 <wMNhyaRVsIOCywu> ΑΠΙΣΤΕΥΤΗ ΠΡΟΚΛΗΣΗ ΑΡΙΣΤΕΡΙΣΤΩΝ, ΥΠΟ ΤΗΝ ΚΑΛΥΨΗ ΤΗΣ ΨΟΦΟΔΕΞΙΑΣ! ΣΤΙΣ 28 ΚΟΛΛΑΕΙ, ΣΤΙΣ 29… ΔΕΝ ΚΟΛΛΑΕΙ!  https://t.co/KtK18vu0Ht μέσω @korina13
1322073708832477184 2020-10-30 15:11:49 +0800 <wMNhyaRVsIOCywu> ΠΑΤΡΙΩΤΕΣ ΤΗΣ ΛΕΣΒΟΥ ΤΙΜΗΣΑΝ ΤΗΝ 28Η ΟΚΤΩΒΡΙΟΥ, ΠΑΡΑ ΤΟ ΚΥΝΗΓΗΤΟ ΚΑΙ ΤΑ ΜΠΛΟΚΑ ΤΩΝ ΠΡΑΙΤΩΡΙΑΝΩΝ ΤΟΥ ΜΗΤΣΟΤΑΚΗ!  https://t.co/Ia23zychBH μέσω @korina13
1322073423946932224 2020-10-30 15:10:41 +0800 <wMNhyaRVsIOCywu> Αναρχοκομμουνιστές βεβήλωσαν το άγαλμα του Λεωνίδα στις Θερμοπύλες  https://t.co/WIDo8DBPuR μέσω @korina13
1322073139132641280 2020-10-30 15:09:33 +0800 <wMNhyaRVsIOCywu> ΕΥΤΥΧΩΣ ΠΟΥ ΥΠΑΡΧΟΥΝ ΚΙ ΑΥΤΟΙ! ΙΕΡΕΑΣ ΠΡΟΣ ΠΙΣΤΟΥΣ: ΟΠΟΙΟΣ ΦΟΒΑΤΑΙ ΝΑ ΚΑΤΣΕΙ ΣΠΙΤΙ ΤΟΥ. ΜΗ ΜΠΑΙΝΕΤΕ ΜΕ ΜΑΣΚΕΣ ΜΕΣΑ ΣΤΗΝ ΕΚΚΛΗΣΙΑ  https://t.co/7HtQ0g20Iw μέσω @korina13
1322023760451543040 2020-10-30 11:53:21 +0800 <wMNhyaRVsIOCywu> Η Εθνική Μνήμη στο απόσπασμα - Άρθρο του Ν.Γ. Μιχαλολιάκου -  https://t.co/j3DIn3lPaL  https://t.co/tekNIt2qwG
1322021658853519360 2020-10-30 11:45:00 +0800 <wMNhyaRVsIOCywu> Άδωνις: Όσοι θέλουν να τιμήσουν την εθνική επέτειο είναι... προδότες. Τώρα ο εχθρός είναι ο... κορωνοϊός! -  https://t.co/j3DIn3lPaL  https://t.co/9nHKPM8ghb
1322021268032528385 2020-10-30 11:43:26 +0800 <wMNhyaRVsIOCywu> Χρυσή Αυγή για την Ελλάδα, για την Πολωνία, για την Ευρώπη -  https://t.co/j3DIn3lPaL  https://t.co/FCvTnxWEJl
1322020358447374336 2020-10-30 11:39:50 +0800 <wMNhyaRVsIOCywu> Ακόμα 2 εκ. ευρώ στα κανάλια της διαπλοκής για να συνεχίσουν την προπαγάνδα του τρόμου -  https://t.co/j3DIn3lPaL  https://t.co/6hvxhyBLbc
1322019897589858305 2020-10-30 11:38:00 +0800 <wMNhyaRVsIOCywu> Μια ακόμα επέτειος του "ΟΧΙ" χωρίς καμία αναφορά στον μεγάλο πρωταγωνιστή του, Ι. Μεταξά! -  https://t.co/j3DIn3lPaL  https://t.co/FFiH4lAEvm
1322019363302658049 2020-10-30 11:35:52 +0800 <wMNhyaRVsIOCywu> Στο στόχαστρο φανατικών ισλαμιστών η Ευρώπη - Τρεις νεκροί και ένας... αποκεφαλισμός στην Γαλλία στο όνομα του Αλλάχ -  https://t.co/j3DIn3lPaL  https://t.co/o8gi7dJi8i
1322018938935480320 2020-10-30 11:34:11 +0800 <wMNhyaRVsIOCywu> Θέμα λίγων ημερών το νέο γενικό lockdown! -  https://t.co/j3DIn3lPaL  https://t.co/6EBu5LT5yh
1322018271281991680 2020-10-30 11:31:32 +0800 <wMNhyaRVsIOCywu> Ανενόχλητοι διαδήλωσαν σήμερα στο Σύνταγμα αριστεριστές και λαθρομετανάστες! -  https://t.co/j3DIn3lPaL  https://t.co/WsWKS8yAPf
1321727357837889536 2020-10-29 16:15:33 +0800 <wMNhyaRVsIOCywu> 28η Οκτωβρίου 1940 - 28η Οκτωβρίου 2020: Η Γενιά της Νίκης και η γενιά της λήθης - Άρθρο του Ν.Γ. Μιχαλολιάκου  https://t.co/9UCPXk5M53 μέσω @korina13
1321726425871847424 2020-10-29 16:11:51 +0800 <wMNhyaRVsIOCywu> ΤΟ ΟΧΙ ΤΗΣ 28ης ΟΚΤΩΒΡΙΟΥ 1940 ΚΑΙ ΤΟ ΔΙΑΧΡΟΝΙΚΟ ΟΧΙ ΤΟΥ ΕΛΛΗΝΙΚΟΥ ΕΘΝΙΚΙΣΜΟΥ ΣΤΗΝ ΣΚΛΑΒΙΑ  https://t.co/uRKUCFkzvt μέσω @korina13
1321724018899193859 2020-10-29 16:02:17 +0800 <wMNhyaRVsIOCywu> ΠΑΤΡΙΩΤΕΣ ΤΙΜΗΣΑΝ ΤΗΝ ΕΘΝΙΚΗ ΕΠΕΤΕΙΟ ΣΤΗΝ ΠΑΤΡΑ! Η ΧΟΥΝΤΑ ΜΗΤΣΟΤΑΚΗ ΕΣΤΕΙΛΕ ΑΣΤΥΝΟΜΙΚΟΥΣ ΑΛΛΑ ΚΑΙ ΚΟΥΚΟΥΛΟΦΟΡΟΥΣ ΝΑ ΤΟΥΣ ΣΤΑΜΑΤΗΣΟΥΝ (ΒΙΝΤΕΟ)  https://t.co/Pjzo3DVKeT μέσω @korina13
1321723077663821824 2020-10-29 15:58:32 +0800 <wMNhyaRVsIOCywu> Προσαγωγές πατριωτών που διαμαρτυρήθηκαν για τις παρελάσεις σε Αθήνα και Θεσσαλονίκη  https://t.co/PLHMiJaRpU μέσω @korina13
1321722815654092801 2020-10-29 15:57:30 +0800 <wMNhyaRVsIOCywu> Η «ΕΘΝΙΚΗ ΑΝΤΙΣΤΑΣΗ» ΤΟΥ ΚΚΕ ΤΟ 1940 ΗΤΑΝΕ… ΠΛΑΣΤΗ!  https://t.co/dzZhaigIH2 μέσω @korina13
1321721831766765568 2020-10-29 15:53:35 +0800 <wMNhyaRVsIOCywu> ΠΑΤΡΙΩΤΕΣ ΤΙΜΗΣΑΝ ΤΟ «ΟΧΙ» ΣΤΟ ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣ. Η ΧΟΥΝΤΑ ΜΗΤΣΟΤΑΚΗ ΑΠΑΝΤΗΣΕ ΜΕ ΣΥΛΛΗΨΕΙΣ! (2 ΒΙΝΤΕΟ)  https://t.co/EucyP8NfXk μέσω @korina13
1321721600199299072 2020-10-29 15:52:40 +0800 <wMNhyaRVsIOCywu> ΕΣΥ ΜΗ ΜΙΛΑΣ ΓΙΑ ΘΑΝΑΤΟ, ΕΣΥ ΑΡΧΗΓΕ ΜΑΣ, ΔΕ ΘΑ ΠΕΘΑΝΗΣ ΠΟΤΕ!  https://t.co/SabxzkvXgC μέσω @wordpressdotcom
1321677702609489920 2020-10-29 12:58:14 +0800 <wMNhyaRVsIOCywu> 28η Οκτωβρίου 1940 - 28η Οκτωβρίου 2020: Η Γενιά της Νίκης και η γενιά της λήθης - Άρθρο του Ν.Γ. Μιχαλολιάκου -  https://t.co/j3DIn3lPaL  https://t.co/nEs7jyOKiD
