1344032819283075072 2020-12-30 05:29:29 +0800 <albertan48> Kelly Loeffler's conflict of interest is even worse than reported.  https://t.co/m5ULCoy1rY via @MotherJones
1323261183185440769 2020-11-02 21:50:25 +0800 <albertan48> (16) electoral college polls - Twitter Search / Twitter  https://t.co/ZYhpf3XPg0
1323251679039496193 2020-11-02 21:12:39 +0800 <albertan48> Tax havens helped get likes of Donald Trump elected, experts say | World news | The Guardian  https://t.co/efnmB0cc73
1323251319570755584 2020-11-02 21:11:14 +0800 <albertan48> Tax havens helped get likes of Donald Trump elected, experts say | World news | The Guardian  https://t.co/efnmAZUAIt
1323247034996912134 2020-11-02 20:54:12 +0800 <albertan48> US Senate elections: the key races that will determine power in Washington | US news | The Guardian  https://t.co/I2uMA3S262
1323245684972118016 2020-11-02 20:48:50 +0800 <albertan48> US election polls tracker: who is leading in swing states, Trump or Biden? | US news | The Guardian  https://t.co/UyjeslnABR
1323242440917069824 2020-11-02 20:35:57 +0800 <albertan48> Trump knew coronavirus was 'deadly', downplayed it: Woodward book - YouTube  https://t.co/jWFjLNdDQX
1323238284466610178 2020-11-02 20:19:26 +0800 <albertan48> Bob Woodward book 'Rage:' Trump admits to concealing true threat of coronavirus - CNNPolitics  https://t.co/WafHgsMyfF
1323237407244787718 2020-11-02 20:15:57 +0800 <albertan48> Audio Reveals Trump Knew Of Virus Severity Early And Sought To ‘Play It Down’  https://t.co/NLLZXf6t2G
1323236976623984641 2020-11-02 20:14:14 +0800 <albertan48> Trump Said U.S. Was ‘Rounding The Final Turn’ On Aug. 31 – And On 39 Of The 57 Days Since via @forbes  https://t.co/s8oxPeciWZ
1323236419402256384 2020-11-02 20:12:01 +0800 <albertan48> US coronavirus: At least 31 ones states set their one-day Covid-19 case records in October - CNN  https://t.co/ynOItxZD8w
1323235797382823939 2020-11-02 20:09:33 +0800 <albertan48> Judge mandates USPS take 'extraordinary measures' as on-time movement of mail ballots drops - CNNPolitics  https://t.co/e4kziapim6
1323234941241454593 2020-11-02 20:06:09 +0800 <albertan48> Donald Trump begins building a fortress around the White House in case he loses - Palmer Report  https://t.co/rGcQpIpn10
1323233751636140032 2020-11-02 20:01:25 +0800 <albertan48> Donald Trump has berserk meltdown after FBI announces investigation into his thugs who harassed Biden bus - Palmer Report  https://t.co/ZHJxpDxu4m
1323232244132057089 2020-11-02 19:55:26 +0800 <albertan48> Rick Wilson has a final plan to keep Trump from stealing the election – Raw Story  https://t.co/ikfTqv9C3n
1323231503195672577 2020-11-02 19:52:29 +0800 <albertan48> Donald Trump threatens to fire Anthony Fauci after US election | World news | The Guardian  https://t.co/sFwreFkgMT
1323230355151675397 2020-11-02 19:47:55 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1323130020169052160 2020-11-02 13:09:14 +0800 <albertan48> US election polls tracker: who is leading in swing states, Trump or Biden? | US news | The Guardian  https://t.co/saagMG8Xwp
1323128585066967041 2020-11-02 13:03:31 +0800 <albertan48> CBC News Presidential Poll Tracker  https://t.co/7qkxW8mEX9
1323128193130266630 2020-11-02 13:01:58 +0800 <albertan48> RealClearPolitics - 2020 - Latest Election Polls  https://t.co/h41fcYgDHn
1323127293221351425 2020-11-02 12:58:23 +0800 <albertan48> 2020 Election Forecast | FiveThirtyEight  https://t.co/3oGZj5E0lv
1323126887661461504 2020-11-02 12:56:47 +0800 <albertan48> Latest Polls | FiveThirtyEight  https://t.co/Ncpif6KcZy
1323124156456579073 2020-11-02 12:45:56 +0800 <albertan48> 2020 Presidential Election Interactive Map  https://t.co/qPtNhob7yY
1323122906985979904 2020-11-02 12:40:58 +0800 <albertan48> Timeline: Charting Trump's public comments on Covid-19 vs. what he told Woodward in private  https://t.co/Hl9AlwN72S
1323122038966374400 2020-11-02 12:37:31 +0800 <albertan48> Trump knew coronavirus was 'deadly', downplayed it: Woodward book  https://t.co/RX0PPwcslU via @YouTube
1323120254462033925 2020-11-02 12:30:25 +0800 <albertan48> U.S. records over 90,000 coronavirus cases in a day for 1st time | CBC News  https://t.co/ox6UpWMFcj
1323117595545890818 2020-11-02 12:19:51 +0800 <albertan48> covid 19 usa - Google Search  https://t.co/qLg1wv0QFX
1323114655795929088 2020-11-02 12:08:10 +0800 <albertan48> Gottlieb pushes back on Trump's comments of 'rounding the corner' on virus: 'Things are getting worse' | TheHill  https://t.co/sfiioi8dYw
1323113421735297024 2020-11-02 12:03:16 +0800 <albertan48> That Sound You Hear Is Trumpworld Panicking  https://t.co/l4SiuP6B8b
1323112236966060033 2020-11-02 11:58:34 +0800 <albertan48> Speaker Pelosi reveals the plan for investigating Trump’s abuses of power  https://t.co/napqNPC89f
1323094732398977024 2020-11-02 10:49:00 +0800 <albertan48> United States Coronavirus: 9,473,911 Cases and 236,471 Deaths - Worldometer  https://t.co/8HdIx08WiX
1323094499715788800 2020-11-02 10:48:05 +0800 <albertan48> covid 19 usa - Google Search  https://t.co/t3vQIsFX40
1323091583982424064 2020-11-02 10:36:30 +0800 <albertan48> "Many have worried about the transition after a Trump electoral defeat. Will Trump leave office quietly and peacefully? But there are other, less dramatic dangers to ponder, too," @davidfrum writes:  https://t.co/2ipn4vlyRL
1323090960750833667 2020-11-02 10:34:01 +0800 <albertan48> I knew we'd win this one - Palmer Report  https://t.co/4wSvmQMuTz
1322989898698141696 2020-11-02 03:52:26 +0800 <albertan48> Road to 270: Polls show Trump leading in only 2 battleground states - CNN Video  https://t.co/FuAJ56rCjL
1322989237868720128 2020-11-02 03:49:48 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1322988963053793280 2020-11-02 03:48:43 +0800 <albertan48> Trump told friends at Mar-a-Lago 'you all just got a lot richer' after signing tax bill - Business Insider  https://t.co/1PrszfheNe
1322988709055094785 2020-11-02 03:47:42 +0800 <albertan48> Trump told friends at Mar-a-Lago 'you all just got a lot richer' after tax bill passed: report | TheHill  https://t.co/3rkRBdAQEz
1322986125883891712 2020-11-02 03:37:26 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1322983470990192640 2020-11-02 03:26:53 +0800 <albertan48> U.S. election: Trump walks narrow path to 270 electoral votes while Biden has options - National |  https://t.co/cKtC6j22g6  https://t.co/P4PmToNeVX
1322982034936008705 2020-11-02 03:21:11 +0800 <albertan48> Coronavirus in U.S.: Trump cut funding to CDC, other disease response efforts | Fortune  https://t.co/HpjwPhjpfr
1322981174591959040 2020-11-02 03:17:46 +0800 <albertan48> What to really expect from Donald Trump on election night - Palmer Report  https://t.co/kZPzJe32CI
1322967214291525632 2020-11-02 02:22:18 +0800 <albertan48> Velshi: We’re only ‘rounding the corner’ on COVID if the destination is Hell  https://t.co/e2IQoQ0XRd
1322961010861383681 2020-11-02 01:57:39 +0800 <albertan48> Trump knew coronavirus was 'deadly', downplayed it: Woodward book - YouTube  https://t.co/jWFjLNdDQX
1322959124661850113 2020-11-02 01:50:09 +0800 <albertan48> ElLaQFqWkAgbpn3 (668×299)  https://t.co/gvfpsChjq7
1322958497806348289 2020-11-02 01:47:39 +0800 <albertan48> United States Coronavirus: 9,431,961 Cases and 236,247 Deaths - Worldometer  https://t.co/8HdIx08WiX
1322958101373349888 2020-11-02 01:46:05 +0800 <albertan48> (6) 'Covid, covid covid' - Trump says opponents are using the pandemic to make him look bad | Campaign 2 - YouTube  https://t.co/7SUi0rPEry
1322955202345906176 2020-11-02 01:34:34 +0800 <albertan48> I like our chances  https://t.co/k73YoBdUkU via @PalmerReport
1322918269402054659 2020-11-01 23:07:48 +0800 <albertan48> Biden or Trump? A few early voting clues reveal who has the edge -  https://t.co/aYuARVqzMC  https://t.co/308NjsfuWE
1322918133636558848 2020-11-01 23:07:16 +0800 <albertan48> The Trump-Biden presidential contest | Pew Research Center  https://t.co/JwKf63572R
1322917783726743555 2020-11-01 23:05:52 +0800 <albertan48> US election 2020 polls: Who is ahead - Trump or Biden? - BBC News  https://t.co/KXo2MY1dFV
1322917276920676353 2020-11-01 23:03:52 +0800 <albertan48> Biden vs Trump: US presidential election 2020 poll tracker  https://t.co/GDMvamoRIN
1322910683135008768 2020-11-01 22:37:40 +0800 <albertan48> Help America Vote Act | U.S. Election Assistance Commission  https://t.co/u61O65IE3C.
1322908840845717506 2020-11-01 22:30:20 +0800 <albertan48> 30 Free Resources for Machine Learning, Deep Learning, NLP &amp; AI  https://t.co/8NbySEn6T7
1322905598816444416 2020-11-01 22:17:27 +0800 <albertan48> Hitler's debt to America | World news | The Guardian  https://t.co/r4Bo83XInN
1322904756298215424 2020-11-01 22:14:06 +0800 <albertan48> Number Alleging ICE Doctor Misconduct Nearly Triples  https://t.co/ilowF2EsAy
1322904115110768640 2020-11-01 22:11:34 +0800 <albertan48> Women allege medical abuse in Georgia immigration detention - Los Angeles Times  https://t.co/3xms6Bj2Fi
1322903824667955200 2020-11-01 22:10:24 +0800 <albertan48> Jayapal on New Details Regarding Forced Unnecessary Medical Procedures Performed on At Least 17 Immigrant Women - Congresswoman Pramila Jayapal  https://t.co/nQ5T4wbCCN
1322902990357868544 2020-11-01 22:07:05 +0800 <albertan48> CREW, NIPNLG and Project South sue ICE over forced sterilization records - CREW | Citizens for Responsibility and Ethics in Washington  https://t.co/PSnUyXjA7F
1322808500041363456 2020-11-01 15:51:37 +0800 <albertan48> Texas smashed early voting records. Which party will benefit? - News - Austin American-Statesman - Austin, TX  https://t.co/EODOfrCkh7
1322808086461968384 2020-11-01 15:49:59 +0800 <albertan48> Fact-check: Are coronavirus cases in U.S. ’rounding the corner’? - News - Austin American-Statesman - Austin, TX  https://t.co/PdZkq5mIDf
1322807660505231362 2020-11-01 15:48:17 +0800 <albertan48> Trump claims country is 'rounding the corner' amid new COVID-19 surges  https://t.co/GVYaV4GJiR
1322807342291804160 2020-11-01 15:47:01 +0800 <albertan48> PolitiFact | No, fight against coronavirus isn't rounding the corner, as Donald Trump said  https://t.co/BjYePiqb4w
1322770185950883841 2020-11-01 13:19:22 +0800 <albertan48> Joe Biden just destroyed Donald Trump  https://t.co/V6rlZ3cy1e via @PalmerReport
1322768369498533891 2020-11-01 13:12:09 +0800 <albertan48> (6) The Purged: The Vanished Voters of Trump's America - YouTube  https://t.co/5J7tLvnsd5
1322739220562157569 2020-11-01 11:16:20 +0800 <albertan48> Halloween News Wrap: Zombie Bugs, Hospital Deaths and Other Scary Cyberattack Stories | Threatpost  https://t.co/XDayYAvfVB
1322732993354502144 2020-11-01 10:51:35 +0800 <albertan48> Donald Trump has somehow managed to leave his rally goers stranded in the cold AGAIN - Palmer Report  https://t.co/hJWSRQpYpk
1322732621458124800 2020-11-01 10:50:06 +0800 <albertan48> AMA comes out swinging against Donald Trump - Palmer Report  https://t.co/qzU3HRGp8b
1322731375611445248 2020-11-01 10:45:09 +0800 <albertan48> Biden continues to lead in our latest battleground map  https://t.co/asKzOsWhBo
1322730060793618432 2020-11-01 10:39:56 +0800 <albertan48> Biden’s Path to 270 Widens, Trump’s Path Narrows, as Texas Moves to Toss Up | The Cook Political Report  https://t.co/QtxaGAyIT9
1322729270041432064 2020-11-01 10:36:47 +0800 <albertan48> 2020 Presidential Election Interactive Map - Electoral Vote Map  https://t.co/d5fR2yVP2v
1322728888796024832 2020-11-01 10:35:16 +0800 <albertan48> Electoral College Interactive Maps: The Road to 270  https://t.co/1Xnps3Czjk
1322727568248692736 2020-11-01 10:30:02 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/pVwxfsL0Ns #2020election
1322715396378521600 2020-11-01 09:41:40 +0800 <albertan48> Donald Trump just gave away the game - Palmer Report  https://t.co/n76YXDMX51
1322700377301549059 2020-11-01 08:41:59 +0800 <albertan48> WATCH: Cops pepper-spray voters marching to the polls in North Carolina — including a 5-year-old girl – Raw Story  https://t.co/V8u2vNLWUv
1322638547896037376 2020-11-01 04:36:17 +0800 <albertan48> The Borowitz Report (@borowitzreport) • Instagram photos and videos  https://t.co/bEjv0UFTAo
1322633922354688000 2020-11-01 04:17:55 +0800 <albertan48> Virus Cases Are Spiking Just When They Could Hurt Trump Most - Bloomberg  https://t.co/KH384TQ8NR
1322630504156286977 2020-11-01 04:04:20 +0800 <albertan48> No Matter Who Wins, the US Exits the Paris Climate Accord the Day After the Election   https://t.co/AHQX8BJPSL
1322618996940705793 2020-11-01 03:18:36 +0800 <albertan48> Biden Racks Up More Republican Endorsements In Final Days – The Complete List Of Biden’s GOP Backers via @forbes  https://t.co/wgMxNUoKjI
1322615249032208384 2020-11-01 03:03:43 +0800 <albertan48> Biden Camp Cancels Austin, Texas Event After Pro-Trump ‘Ambush’ on Campaign Bus  https://t.co/TZXuTRZhIz
1322578337038888961 2020-11-01 00:37:02 +0800 <albertan48> The true depth of Donald Trump’s darkness - Palmer Report  https://t.co/3fAsSNobJL
1322577562468413441 2020-11-01 00:33:57 +0800 <albertan48> The Trump family meltdown is underway - Palmer Report  https://t.co/bTo3bIzy4I
1322577040671862785 2020-11-01 00:31:53 +0800 <albertan48> Election 2020 Today: The path to 270 and a focus on Michigan  https://t.co/h2vfYRJas5
1322567496017211393 2020-10-31 23:53:57 +0800 <albertan48> 2020 Election: Biden has options on road to 270 Electoral College votes, Trump walks narrow path  https://t.co/xGBSNcIsbl via @abc7newsbayarea
1322566231166050304 2020-10-31 23:48:56 +0800 <albertan48> President Trump: “We’re rounding the corner” | Center for Science in the Public Interest  https://t.co/91USZHVIKV
1322565748628152320 2020-10-31 23:47:01 +0800 <albertan48> As Biden attacks Trump’s handling of the coronavirus, president says the nation is ‘rounding the corner’   https://t.co/zDGHNXgEFu via @WSJ
1322565043007836161 2020-10-31 23:44:12 +0800 <albertan48> Trump splits with top health officials amid latest U.S. coronavirus surge - National |  https://t.co/cKtC6j22g6  https://t.co/xprwTGcmb4
1322564726564544518 2020-10-31 23:42:57 +0800 <albertan48> Health workers slam Trump’s ‘malicious’ claim doctors profiting from coronavirus deaths - National |  https://t.co/cKtC6jjDEG  https://t.co/bkSFpagNq0
1322564375752761344 2020-10-31 23:41:33 +0800 <albertan48> Black Lives Matter influence faces test in election as U.S. voters consider candidates - National |  https://t.co/cKtC6j22g6  https://t.co/7WpU7I88zT
1322564147914027011 2020-10-31 23:40:39 +0800 <albertan48> U.S. election: Trump walks narrow path to 270 electoral votes while Biden has options - National |  https://t.co/cKtC6j22g6  https://t.co/P4PmToNeVX
1322563623735062532 2020-10-31 23:38:34 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1322563421787709440 2020-10-31 23:37:46 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1322454041239060481 2020-10-31 16:23:08 +0800 <albertan48> (16) 270toWin (@270toWin) / Twitter  https://t.co/qbaH9SWxSN
1322384830982578177 2020-10-31 11:48:07 +0800 <albertan48> Donald Trump's biggest debt has come due - Palmer Report  https://t.co/g8xmi09yuf
1322367213131554816 2020-10-31 10:38:06 +0800 <albertan48> Rudy Giuliani totally loses it, begins shouting and slamming his desk as it all goes wrong for him - Palmer Report  https://t.co/98mEE3TOBS
1322366601740476422 2020-10-31 10:35:40 +0800 <albertan48> Why Obama saved his harshest critiques of Trump until the campaign's end - CNNPolitics  https://t.co/8Ow2iGz0xz
1322359590688714752 2020-10-31 10:07:49 +0800 <albertan48> Federal judge rules Donald Trump's tweets incited violence - Palmer Report  https://t.co/OsfaucP7JV
1322358342765801473 2020-10-31 10:02:51 +0800 <albertan48> Donald Trump throws a complete tantrum after his Minnesota rally gets ruined - Palmer Report  https://t.co/ifPKDZTUw8
1322357277328732160 2020-10-31 09:58:37 +0800 <albertan48> Biden Racks Up More Republican Endorsements In Final Days – The Complete List Of Biden’s GOP Backers via @forbes  https://t.co/wgMxNUoKjI
1322353998091882498 2020-10-31 09:45:35 +0800 <albertan48> Trump Sought To Halt California Wildfire Aid Over Hatred Of Jerry Brown, Ex-Aide Says  https://t.co/rnF09xRDIR
1322353529919467520 2020-10-31 09:43:44 +0800 <albertan48> Madame Tussauds Throws Wax Trump in Dumpster  https://t.co/ySCiYQxpzC
1322353204760227841 2020-10-31 09:42:26 +0800 <albertan48> Madame Tussauds in Berlin dumps Trump before U.S. election  https://t.co/s2k0L9u2m0
1322351513788850177 2020-10-31 09:35:43 +0800 <albertan48> Madame Tussauds throws its Donald Trump wax dummy in a dumpster ahead of election - Palmer Report  https://t.co/FoKDLeeD0v
1322351094584942593 2020-10-31 09:34:03 +0800 <albertan48> Stringing 270.2.pdf  https://t.co/MWb0PbVRb8
